"shapeid","x","y"
"0","214.896596859","134.47382199"
"0","215.163612565","134.623036649"
"0","215.645287958","134.691099476"
"0","216.189790576","134.612565445"
"0","216.553664921","134.379581152"
"0","216.616492147","134.034031414"
"0","216.519633508","133.767015707"
"0","216.29973822","133.670157068"
"0","215.815445026","133.630890052"
"0","215.239528796","133.793193717"
"0","214.862565445","134.130890052"
"0","214.896596859","134.47382199"
